transaction_id,date,store_id,product_id,quantity,unit_price,discount_amount
TXN-0004955,2024-06-07,STR-003,PRD-034,1,145.0,0.0
TXN-0004956,2024-06-07,STR-003,PRD-034,2,145.0,0.0
TXN-0004957,2024-06-07,STR-003,PRD-034,1,145.0,0.0
TXN-0004958,2024-06-07,STR-003,PRD-034,2,145.0,0.0
TXN-0004959,2024-06-07,STR-003,PRD-035,3,360.0,0.0
TXN-0004960,2024-06-07,STR-003,PRD-035,1,360.0,0.0
TXN-0004961,2024-06-07,STR-003,PRD-035,1,360.0,0.0
TXN-0004962,2024-06-07,STR-003,PRD-035,1,360.0,0.0
TXN-0004963,2024-06-07,STR-003,PRD-035,1,360.0,0.0
TXN-0004964,2024-06-07,STR-003,PRD-036,3,170.0,0.0
TXN-0004965,2024-06-07,STR-003,PRD-037,1,95.0,0.0
TXN-0004966,2024-06-07,STR-003,PRD-037,1,95.0,0.0
TXN-0004967,2024-06-07,STR-003,PRD-038,2,125.0,0.0
TXN-0004968,2024-06-07,STR-003,PRD-038,1,125.0,12.5
TXN-0004969,2024-06-07,STR-003,PRD-039,4,240.0,96.0
TXN-0004970,2024-06-07,STR-003,PRD-039,2,240.0,0.0
TXN-0004971,2024-06-07,STR-003,PRD-040,3,145.0,0.0
TXN-0004972,2024-06-07,STR-003,PRD-040,1,145.0,0.0
TXN-0004973,2024-06-07,STR-003,PRD-040,1,145.0,0.0
TXN-0004974,2024-06-07,STR-003,PRD-040,1,145.0,0.0
TXN-0004975,2024-06-07,STR-003,PRD-041,1,190.0,0.0
TXN-0004976,2024-06-07,STR-003,PRD-041,3,190.0,0.0
TXN-0004977,2024-06-07,STR-003,PRD-042,1,210.0,21.0
TXN-0004978,2024-06-07,STR-003,PRD-042,2,210.0,0.0
TXN-0004979,2024-06-07,STR-003,PRD-042,1,210.0,21.0
TXN-0004980,2024-06-07,STR-003,PRD-042,1,210.0,0.0
TXN-0004981,2024-06-07,STR-003,PRD-043,1,175.0,0.0
TXN-0004982,2024-06-07,STR-003,PRD-044,4,280.0,0.0
TXN-0004983,2024-06-07,STR-003,PRD-044,2,280.0,0.0
TXN-0004984,2024-06-07,STR-003,PRD-045,1,255.0,25.5
TXN-0004985,2024-06-07,STR-003,PRD-045,1,255.0,0.0
TXN-0004986,2024-06-07,STR-003,PRD-046,3,135.0,0.0
TXN-0004987,2024-06-07,STR-003,PRD-046,1,135.0,0.0
TXN-0004988,2024-06-07,STR-003,PRD-047,3,115.0,0.0
TXN-0004989,2024-06-07,STR-003,PRD-047,1,115.0,0.0
TXN-0004990,2024-06-07,STR-003,PRD-047,1,115.0,0.0
TXN-0004991,2024-06-07,STR-003,PRD-048,3,325.0,0.0
TXN-0004992,2024-06-07,STR-003,PRD-048,1,325.0,0.0
TXN-0004993,2024-06-07,STR-003,PRD-049,1,699.0,0.0
TXN-0004994,2024-06-07,STR-003,PRD-049,1,699.0,0.0
TXN-0004995,2024-06-07,STR-003,PRD-050,3,95.0,0.0
TXN-0004996,2024-06-07,STR-003,PRD-051,1,210.0,0.0
TXN-0004997,2024-06-07,STR-003,PRD-051,2,210.0,0.0
TXN-0004998,2024-06-07,STR-003,PRD-051,1,210.0,0.0
TXN-0004999,2024-06-07,STR-003,PRD-052,2,180.0,0.0
TXN-0005000,2024-06-07,STR-003,PRD-053,4,395.0,0.0
TXN-0005001,2024-06-07,STR-003,PRD-054,1,449.0,0.0
TXN-0005002,2024-06-07,STR-003,PRD-054,2,449.0,0.0
TXN-0005003,2024-06-07,STR-003,PRD-055,2,580.0,0.0
TXN-0005004,2024-06-07,STR-003,PRD-056,1,160.0,0.0
TXN-0005005,2024-06-07,STR-003,PRD-056,2,160.0,0.0
TXN-0005006,2024-06-07,STR-003,PRD-056,1,160.0,0.0
TXN-0005007,2024-06-07,STR-003,PRD-057,3,185.0,0.0
TXN-0005008,2024-06-07,STR-003,PRD-057,1,185.0,0.0
TXN-0005009,2024-06-07,STR-003,PRD-057,2,185.0,0.0
TXN-0005010,2024-06-07,STR-003,PRD-058,2,160.0,0.0
TXN-0005011,2024-06-07,STR-003,PRD-058,1,160.0,0.0
TXN-0005012,2024-06-07,STR-003,PRD-058,1,160.0,16.0
TXN-0005013,2024-06-07,STR-003,PRD-059,2,380.0,0.0
TXN-0005014,2024-06-07,STR-003,PRD-060,1,155.0,15.5
TXN-0005015,2024-06-07,STR-003,PRD-061,2,169.0,0.0
TXN-0005016,2024-06-07,STR-003,PRD-061,1,169.0,0.0
TXN-0005017,2024-06-07,STR-003,PRD-061,1,169.0,0.0
TXN-0005018,2024-06-07,STR-003,PRD-062,2,175.0,0.0
TXN-0005019,2024-06-07,STR-003,PRD-062,1,175.0,0.0
TXN-0005020,2024-06-07,STR-003,PRD-062,3,175.0,0.0
TXN-0005021,2024-06-07,STR-003,PRD-063,4,220.0,0.0
TXN-0005022,2024-06-07,STR-003,PRD-064,4,225.0,0.0
TXN-0005023,2024-06-07,STR-003,PRD-064,1,225.0,0.0
TXN-0005024,2024-06-07,STR-003,PRD-064,1,225.0,0.0
TXN-0005025,2024-06-07,STR-003,PRD-065,1,70.0,0.0
TXN-0005026,2024-06-07,STR-003,PRD-066,1,99.0,0.0
TXN-0005027,2024-06-07,STR-003,PRD-066,1,99.0,0.0
TXN-0005028,2024-06-07,STR-003,PRD-066,1,99.0,0.0
TXN-0005029,2024-06-07,STR-003,PRD-067,1,180.0,0.0
TXN-0005030,2024-06-07,STR-003,PRD-068,1,165.0,0.0
TXN-0005031,2024-06-07,STR-003,PRD-068,1,165.0,0.0
TXN-0005032,2024-06-07,STR-003,PRD-068,1,165.0,0.0
TXN-0005033,2024-06-07,STR-003,PRD-069,2,199.0,0.0
TXN-0005034,2024-06-07,STR-003,PRD-070,3,299.0,0.0
TXN-0005035,2024-06-07,STR-003,PRD-071,3,599.0,0.0
TXN-0005036,2024-06-07,STR-003,PRD-071,1,599.0,0.0
TXN-0005037,2024-06-07,STR-003,PRD-072,2,1299.0,259.8
TXN-0005038,2024-06-07,STR-003,PRD-072,1,1299.0,0.0
TXN-0005039,2024-06-07,STR-003,PRD-072,1,1299.0,0.0
TXN-0005040,2024-06-07,STR-003,PRD-073,3,550.0,0.0
TXN-0005041,2024-06-07,STR-003,PRD-073,1,550.0,0.0
TXN-0005042,2024-06-07,STR-003,PRD-074,2,349.0,0.0
TXN-0005043,2024-06-07,STR-003,PRD-074,1,349.0,0.0
TXN-0005044,2024-06-07,STR-003,PRD-075,1,499.0,0.0
TXN-0005045,2024-06-07,STR-003,PRD-076,1,249.0,0.0
TXN-0005046,2024-06-07,STR-003,PRD-077,2,299.0,0.0
TXN-0005047,2024-06-07,STR-003,PRD-077,1,299.0,29.9
TXN-0005048,2024-06-07,STR-003,PRD-078,3,220.0,0.0
TXN-0005049,2024-06-07,STR-003,PRD-078,1,220.0,0.0
TXN-0005050,2024-06-07,STR-003,PRD-078,1,220.0,0.0
TXN-0005051,2024-06-07,STR-003,PRD-079,2,160.0,0.0
TXN-0005052,2024-06-07,STR-003,PRD-079,1,160.0,0.0
TXN-0005053,2024-06-07,STR-003,PRD-079,1,160.0,0.0
TXN-0005054,2024-06-07,STR-003,PRD-080,1,999.0,0.0
TXN-0005055,2024-06-07,STR-003,PRD-080,4,999.0,0.0
TXN-0005056,2024-06-07,STR-003,PRD-080,1,999.0,0.0
TXN-0005057,2024-06-07,STR-003,PRD-082,3,599.0,0.0
TXN-0005058,2024-06-07,STR-003,PRD-083,2,599.0,0.0
TXN-0005059,2024-06-07,STR-003,PRD-083,1,599.0,0.0
TXN-0005060,2024-06-07,STR-003,PRD-085,2,349.0,0.0
TXN-0005061,2024-06-07,STR-003,PRD-086,4,549.0,0.0
TXN-0005062,2024-06-07,STR-003,PRD-087,2,899.0,179.8
TXN-0005063,2024-06-07,STR-003,PRD-088,1,260.0,0.0
TXN-0005064,2024-06-07,STR-003,PRD-089,1,220.0,0.0
TXN-0005065,2024-06-07,STR-003,PRD-090,1,499.0,0.0
TXN-0005066,2024-06-07,STR-003,PRD-090,1,499.0,49.9
TXN-0005067,2024-06-07,STR-003,PRD-091,3,299.0,0.0
TXN-0005068,2024-06-07,STR-003,PRD-092,1,499.0,0.0
TXN-0005069,2024-06-07,STR-003,PRD-092,1,499.0,0.0
TXN-0005070,2024-06-07,STR-003,PRD-093,1,399.0,0.0
TXN-0005071,2024-06-07,STR-003,PRD-094,2,349.0,69.8
TXN-0005072,2024-06-07,STR-003,PRD-099,1,140.0,14.0
TXN-0005073,2024-06-07,STR-003,PRD-100,1,150.0,0.0
TXN-0005074,2024-06-07,STR-003,PRD-101,1,850.0,0.0
TXN-0005075,2024-06-07,STR-003,PRD-103,3,260.0,0.0
TXN-0005076,2024-06-07,STR-003,PRD-106,2,95.0,0.0
TXN-0005077,2024-06-07,STR-003,PRD-107,1,320.0,0.0
TXN-0005078,2024-06-07,STR-004,PRD-001,1,150.0,0.0
TXN-0005079,2024-06-07,STR-004,PRD-001,4,150.0,0.0
TXN-0005080,2024-06-07,STR-004,PRD-001,3,150.0,0.0
TXN-0005081,2024-06-07,STR-004,PRD-001,2,150.0,0.0
TXN-0005082,2024-06-07,STR-004,PRD-001,3,150.0,0.0
TXN-0005083,2024-06-07,STR-004,PRD-001,2,150.0,30.0
TXN-0005084,2024-06-07,STR-004,PRD-002,1,185.0,0.0
TXN-0005085,2024-06-07,STR-004,PRD-002,2,185.0,37.0
TXN-0005086,2024-06-07,STR-004,PRD-002,2,185.0,0.0
TXN-0005087,2024-06-07,STR-004,PRD-002,1,185.0,0.0
TXN-0005088,2024-06-07,STR-004,PRD-002,1,185.0,0.0
TXN-0005089,2024-06-07,STR-004,PRD-002,1,185.0,0.0
TXN-0005090,2024-06-07,STR-004,PRD-003,2,50.0,0.0
TXN-0005091,2024-06-07,STR-004,PRD-003,1,50.0,0.0
TXN-0005092,2024-06-07,STR-004,PRD-003,1,50.0,0.0
TXN-0005093,2024-06-07,STR-004,PRD-004,1,110.0,0.0
TXN-0005094,2024-06-07,STR-004,PRD-004,2,110.0,0.0
TXN-0005095,2024-06-07,STR-004,PRD-004,3,110.0,0.0
TXN-0005096,2024-06-07,STR-004,PRD-004,4,110.0,0.0
TXN-0005097,2024-06-07,STR-004,PRD-004,3,110.0,0.0
TXN-0005098,2024-06-07,STR-004,PRD-004,1,110.0,11.0
TXN-0005099,2024-06-07,STR-004,PRD-005,3,45.0,0.0
TXN-0005100,2024-06-07,STR-004,PRD-005,2,45.0,0.0
TXN-0005101,2024-06-07,STR-004,PRD-006,4,25.0,0.0
TXN-0005102,2024-06-07,STR-004,PRD-006,1,25.0,0.0
TXN-0005103,2024-06-07,STR-004,PRD-006,1,25.0,0.0
TXN-0005104,2024-06-07,STR-004,PRD-007,1,240.0,0.0
TXN-0005105,2024-06-07,STR-004,PRD-007,2,240.0,0.0
TXN-0005106,2024-06-07,STR-004,PRD-007,1,240.0,0.0
TXN-0005107,2024-06-07,STR-004,PRD-007,1,240.0,0.0
TXN-0005108,2024-06-07,STR-004,PRD-008,2,40.0,0.0
TXN-0005109,2024-06-07,STR-004,PRD-008,2,40.0,0.0
TXN-0005110,2024-06-07,STR-004,PRD-009,1,350.0,0.0
TXN-0005111,2024-06-07,STR-004,PRD-009,1,350.0,0.0
TXN-0005112,2024-06-07,STR-004,PRD-009,1,350.0,0.0
TXN-0005113,2024-06-07,STR-004,PRD-009,3,350.0,0.0
TXN-0005114,2024-06-07,STR-004,PRD-009,2,350.0,0.0
TXN-0005115,2024-06-07,STR-004,PRD-010,2,550.0,0.0
TXN-0005116,2024-06-07,STR-004,PRD-010,2,550.0,110.0
TXN-0005117,2024-06-07,STR-004,PRD-010,1,550.0,0.0
TXN-0005118,2024-06-07,STR-004,PRD-011,1,210.0,0.0
TXN-0005119,2024-06-07,STR-004,PRD-011,3,210.0,0.0
TXN-0005120,2024-06-07,STR-004,PRD-011,1,210.0,21.0
TXN-0005121,2024-06-07,STR-004,PRD-011,1,210.0,21.0
TXN-0005122,2024-06-07,STR-004,PRD-012,3,190.0,57.0
TXN-0005123,2024-06-07,STR-004,PRD-012,2,190.0,0.0
TXN-0005124,2024-06-07,STR-004,PRD-012,3,190.0,0.0
TXN-0005125,2024-06-07,STR-004,PRD-012,1,190.0,0.0
TXN-0005126,2024-06-07,STR-004,PRD-013,4,125.0,0.0
TXN-0005127,2024-06-07,STR-004,PRD-014,3,320.0,0.0
TXN-0005128,2024-06-07,STR-004,PRD-014,2,320.0,64.0
TXN-0005129,2024-06-07,STR-004,PRD-015,2,140.0,0.0
TXN-0005130,2024-06-07,STR-004,PRD-015,3,140.0,0.0
TXN-0005131,2024-06-07,STR-004,PRD-015,4,140.0,0.0
TXN-0005132,2024-06-07,STR-004,PRD-015,1,140.0,0.0
TXN-0005133,2024-06-07,STR-004,PRD-015,2,140.0,0.0
TXN-0005134,2024-06-07,STR-004,PRD-016,2,120.0,0.0
TXN-0005135,2024-06-07,STR-004,PRD-016,1,120.0,12.0
TXN-0005136,2024-06-07,STR-004,PRD-016,1,120.0,12.0
TXN-0005137,2024-06-07,STR-004,PRD-016,3,120.0,0.0
TXN-0005138,2024-06-07,STR-004,PRD-016,2,120.0,24.0
TXN-0005139,2024-06-07,STR-004,PRD-017,1,40.0,0.0
TXN-0005140,2024-06-07,STR-004,PRD-017,2,40.0,0.0
TXN-0005141,2024-06-07,STR-004,PRD-018,1,80.0,0.0
TXN-0005142,2024-06-07,STR-004,PRD-018,1,80.0,0.0
TXN-0005143,2024-06-07,STR-004,PRD-018,2,80.0,0.0
TXN-0005144,2024-06-07,STR-004,PRD-019,4,100.0,0.0
TXN-0005145,2024-06-07,STR-004,PRD-019,1,100.0,10.0
TXN-0005146,2024-06-07,STR-004,PRD-019,4,100.0,0.0
TXN-0005147,2024-06-07,STR-004,PRD-020,1,260.0,26.0
TXN-0005148,2024-06-07,STR-004,PRD-020,4,260.0,0.0
TXN-0005149,2024-06-07,STR-004,PRD-021,1,310.0,0.0
TXN-0005150,2024-06-07,STR-004,PRD-021,2,310.0,0.0
TXN-0005151,2024-06-07,STR-004,PRD-021,1,310.0,0.0
TXN-0005152,2024-06-07,STR-004,PRD-021,4,310.0,0.0
TXN-0005153,2024-06-07,STR-004,PRD-021,1,310.0,0.0
TXN-0005154,2024-06-07,STR-004,PRD-022,3,65.0,0.0
TXN-0005155,2024-06-07,STR-004,PRD-022,3,65.0,0.0
TXN-0005156,2024-06-07,STR-004,PRD-022,1,65.0,0.0
TXN-0005157,2024-06-07,STR-004,PRD-022,1,65.0,0.0
TXN-0005158,2024-06-07,STR-004,PRD-023,1,75.0,0.0
TXN-0005159,2024-06-07,STR-004,PRD-023,1,75.0,0.0
TXN-0005160,2024-06-07,STR-004,PRD-023,3,75.0,0.0
TXN-0005161,2024-06-07,STR-004,PRD-023,1,75.0,0.0
TXN-0005162,2024-06-07,STR-004,PRD-023,1,75.0,0.0
TXN-0005163,2024-06-07,STR-004,PRD-024,2,70.0,0.0
TXN-0005164,2024-06-07,STR-004,PRD-024,1,70.0,0.0
TXN-0005165,2024-06-07,STR-004,PRD-024,1,70.0,0.0
TXN-0005166,2024-06-07,STR-004,PRD-024,1,70.0,0.0
TXN-0005167,2024-06-07,STR-004,PRD-024,1,70.0,0.0
TXN-0005168,2024-06-07,STR-004,PRD-025,3,90.0,0.0
TXN-0005169,2024-06-07,STR-004,PRD-026,4,210.0,0.0
TXN-0005170,2024-06-07,STR-004,PRD-026,2,210.0,0.0
TXN-0005171,2024-06-07,STR-004,PRD-026,1,210.0,0.0
TXN-0005172,2024-06-07,STR-004,PRD-027,3,130.0,39.0
TXN-0005173,2024-06-07,STR-004,PRD-027,2,130.0,0.0
TXN-0005174,2024-06-07,STR-004,PRD-027,1,130.0,0.0
TXN-0005175,2024-06-07,STR-004,PRD-027,1,130.0,0.0
TXN-0005176,2024-06-07,STR-004,PRD-028,3,35.0,0.0
TXN-0005177,2024-06-07,STR-004,PRD-028,3,35.0,10.5
TXN-0005178,2024-06-07,STR-004,PRD-028,1,35.0,0.0
TXN-0005179,2024-06-07,STR-004,PRD-028,1,35.0,0.0
TXN-0005180,2024-06-07,STR-004,PRD-028,1,35.0,0.0
TXN-0005181,2024-06-07,STR-004,PRD-028,1,35.0,0.0
TXN-0005182,2024-06-07,STR-004,PRD-029,3,580.0,0.0
TXN-0005183,2024-06-07,STR-004,PRD-029,4,580.0,0.0
TXN-0005184,2024-06-07,STR-004,PRD-029,1,580.0,0.0
TXN-0005185,2024-06-07,STR-004,PRD-030,1,175.0,0.0
TXN-0005186,2024-06-07,STR-004,PRD-030,3,175.0,0.0
TXN-0005187,2024-06-07,STR-004,PRD-030,1,175.0,17.5
TXN-0005188,2024-06-07,STR-004,PRD-031,3,195.0,0.0
TXN-0005189,2024-06-07,STR-004,PRD-032,2,290.0,58.0
TXN-0005190,2024-06-07,STR-004,PRD-032,3,290.0,87.0
TXN-0005191,2024-06-07,STR-004,PRD-032,2,290.0,0.0
TXN-0005192,2024-06-07,STR-004,PRD-032,1,290.0,0.0
TXN-0005193,2024-06-07,STR-004,PRD-033,2,120.0,0.0
TXN-0005194,2024-06-07,STR-004,PRD-033,1,120.0,0.0
TXN-0005195,2024-06-07,STR-004,PRD-033,2,120.0,0.0
TXN-0005196,2024-06-07,STR-004,PRD-034,2,145.0,0.0
TXN-0005197,2024-06-07,STR-004,PRD-034,3,145.0,0.0
TXN-0005198,2024-06-07,STR-004,PRD-035,1,360.0,0.0
TXN-0005199,2024-06-07,STR-004,PRD-035,2,360.0,0.0
TXN-0005200,2024-06-07,STR-004,PRD-035,4,360.0,0.0
TXN-0005201,2024-06-07,STR-004,PRD-035,3,360.0,0.0
TXN-0005202,2024-06-07,STR-004,PRD-036,2,170.0,34.0
TXN-0005203,2024-06-07,STR-004,PRD-036,1,170.0,17.0
TXN-0005204,2024-06-07,STR-004,PRD-036,3,170.0,0.0
TXN-0005205,2024-06-07,STR-004,PRD-037,2,95.0,0.0
TXN-0005206,2024-06-07,STR-004,PRD-037,1,95.0,0.0
TXN-0005207,2024-06-07,STR-004,PRD-038,1,125.0,0.0
TXN-0005208,2024-06-07,STR-004,PRD-038,1,125.0,0.0
TXN-0005209,2024-06-07,STR-004,PRD-038,1,125.0,12.5
TXN-0005210,2024-06-07,STR-004,PRD-038,1,125.0,0.0
TXN-0005211,2024-06-07,STR-004,PRD-038,1,125.0,0.0
TXN-0005212,2024-06-07,STR-004,PRD-039,4,240.0,0.0
TXN-0005213,2024-06-07,STR-004,PRD-039,1,240.0,0.0
TXN-0005214,2024-06-07,STR-004,PRD-040,1,145.0,0.0
TXN-0005215,2024-06-07,STR-004,PRD-040,2,145.0,0.0
TXN-0005216,2024-06-07,STR-004,PRD-041,1,190.0,19.0
TXN-0005217,2024-06-07,STR-004,PRD-041,3,190.0,0.0
TXN-0005218,2024-06-07,STR-004,PRD-041,1,190.0,0.0
TXN-0005219,2024-06-07,STR-004,PRD-041,1,190.0,0.0
TXN-0005220,2024-06-07,STR-004,PRD-042,1,210.0,0.0
TXN-0005221,2024-06-07,STR-004,PRD-042,3,210.0,0.0
TXN-0005222,2024-06-07,STR-004,PRD-042,2,210.0,0.0
TXN-0005223,2024-06-07,STR-004,PRD-043,2,175.0,0.0
TXN-0005224,2024-06-07,STR-004,PRD-043,1,175.0,0.0
TXN-0005225,2024-06-07,STR-004,PRD-044,2,280.0,0.0
TXN-0005226,2024-06-07,STR-004,PRD-044,1,280.0,0.0
TXN-0005227,2024-06-07,STR-004,PRD-045,3,255.0,0.0
TXN-0005228,2024-06-07,STR-004,PRD-045,1,255.0,0.0
TXN-0005229,2024-06-07,STR-004,PRD-046,1,135.0,0.0
TXN-0005230,2024-06-07,STR-004,PRD-046,1,135.0,0.0
TXN-0005231,2024-06-07,STR-004,PRD-047,1,115.0,0.0
TXN-0005232,2024-06-07,STR-004,PRD-047,2,115.0,0.0
TXN-0005233,2024-06-07,STR-004,PRD-047,1,115.0,0.0
TXN-0005234,2024-06-07,STR-004,PRD-047,1,115.0,0.0
TXN-0005235,2024-06-07,STR-004,PRD-048,1,325.0,0.0
TXN-0005236,2024-06-07,STR-004,PRD-048,3,325.0,0.0
TXN-0005237,2024-06-07,STR-004,PRD-048,2,325.0,0.0
TXN-0005238,2024-06-07,STR-004,PRD-049,2,699.0,0.0
TXN-0005239,2024-06-07,STR-004,PRD-049,1,699.0,0.0
TXN-0005240,2024-06-07,STR-004,PRD-049,1,699.0,0.0
TXN-0005241,2024-06-07,STR-004,PRD-050,3,95.0,0.0
TXN-0005242,2024-06-07,STR-004,PRD-051,1,210.0,0.0
TXN-0005243,2024-06-07,STR-004,PRD-051,1,210.0,0.0
TXN-0005244,2024-06-07,STR-004,PRD-052,2,180.0,36.0
TXN-0005245,2024-06-07,STR-004,PRD-053,1,395.0,0.0
TXN-0005246,2024-06-07,STR-004,PRD-054,1,449.0,0.0
TXN-0005247,2024-06-07,STR-004,PRD-054,2,449.0,89.8
TXN-0005248,2024-06-07,STR-004,PRD-055,1,580.0,0.0
TXN-0005249,2024-06-07,STR-004,PRD-055,1,580.0,0.0
TXN-0005250,2024-06-07,STR-004,PRD-055,1,580.0,58.0
TXN-0005251,2024-06-07,STR-004,PRD-056,3,160.0,48.0
TXN-0005252,2024-06-07,STR-004,PRD-056,1,160.0,0.0
TXN-0005253,2024-06-07,STR-004,PRD-057,3,185.0,0.0
TXN-0005254,2024-06-07,STR-004,PRD-058,2,160.0,0.0
TXN-0005255,2024-06-07,STR-004,PRD-058,1,160.0,0.0
TXN-0005256,2024-06-07,STR-004,PRD-059,1,380.0,0.0
TXN-0005257,2024-06-07,STR-004,PRD-060,2,155.0,0.0
TXN-0005258,2024-06-07,STR-004,PRD-061,2,169.0,0.0
TXN-0005259,2024-06-07,STR-004,PRD-061,2,169.0,0.0
TXN-0005260,2024-06-07,STR-004,PRD-062,4,175.0,0.0
TXN-0005261,2024-06-07,STR-004,PRD-062,1,175.0,0.0
TXN-0005262,2024-06-07,STR-004,PRD-063,2,220.0,0.0
TXN-0005263,2024-06-07,STR-004,PRD-063,1,220.0,0.0
TXN-0005264,2024-06-07,STR-004,PRD-063,1,220.0,0.0
TXN-0005265,2024-06-07,STR-004,PRD-064,4,225.0,0.0
TXN-0005266,2024-06-07,STR-004,PRD-064,1,225.0,0.0
TXN-0005267,2024-06-07,STR-004,PRD-065,4,70.0,0.0
TXN-0005268,2024-06-07,STR-004,PRD-065,3,70.0,0.0
TXN-0005269,2024-06-07,STR-004,PRD-065,3,70.0,0.0
TXN-0005270,2024-06-07,STR-004,PRD-065,1,70.0,0.0
TXN-0005271,2024-06-07,STR-004,PRD-065,1,70.0,0.0
TXN-0005272,2024-06-07,STR-004,PRD-065,3,70.0,21.0
TXN-0005273,2024-06-07,STR-004,PRD-065,2,70.0,0.0
TXN-0005274,2024-06-07,STR-004,PRD-065,1,70.0,0.0
TXN-0005275,2024-06-07,STR-004,PRD-066,2,99.0,0.0
TXN-0005276,2024-06-07,STR-004,PRD-066,3,99.0,0.0
TXN-0005277,2024-06-07,STR-004,PRD-066,3,99.0,29.7
TXN-0005278,2024-06-07,STR-004,PRD-066,4,99.0,0.0
TXN-0005279,2024-06-07,STR-004,PRD-066,4,99.0,0.0
TXN-0005280,2024-06-07,STR-004,PRD-066,1,99.0,0.0
TXN-0005281,2024-06-07,STR-004,PRD-066,2,99.0,0.0
TXN-0005282,2024-06-07,STR-004,PRD-067,3,180.0,0.0
TXN-0005283,2024-06-07,STR-004,PRD-067,2,180.0,0.0
TXN-0005284,2024-06-07,STR-004,PRD-068,2,165.0,0.0
TXN-0005285,2024-06-07,STR-004,PRD-068,1,165.0,0.0
TXN-0005286,2024-06-07,STR-004,PRD-069,4,199.0,0.0
TXN-0005287,2024-06-07,STR-004,PRD-069,1,199.0,0.0
TXN-0005288,2024-06-07,STR-004,PRD-070,2,299.0,0.0
TXN-0005289,2024-06-07,STR-004,PRD-070,2,299.0,0.0
TXN-0005290,2024-06-07,STR-004,PRD-071,3,599.0,179.7
TXN-0005291,2024-06-07,STR-004,PRD-072,2,1299.0,0.0
TXN-0005292,2024-06-07,STR-004,PRD-073,1,550.0,0.0
TXN-0005293,2024-06-07,STR-004,PRD-073,1,550.0,0.0
TXN-0005294,2024-06-07,STR-004,PRD-073,1,550.0,0.0
TXN-0005295,2024-06-07,STR-004,PRD-073,1,550.0,0.0
TXN-0005296,2024-06-07,STR-004,PRD-074,1,349.0,34.9
TXN-0005297,2024-06-07,STR-004,PRD-075,1,499.0,49.9
TXN-0005298,2024-06-07,STR-004,PRD-076,3,249.0,0.0
TXN-0005299,2024-06-07,STR-004,PRD-077,1,299.0,0.0
TXN-0005300,2024-06-07,STR-004,PRD-077,1,299.0,29.9
TXN-0005301,2024-06-07,STR-004,PRD-077,1,299.0,0.0
TXN-0005302,2024-06-07,STR-004,PRD-078,2,220.0,44.0
TXN-0005303,2024-06-07,STR-004,PRD-079,1,160.0,0.0
TXN-0005304,2024-06-07,STR-004,PRD-080,2,999.0,0.0
TXN-0005305,2024-06-07,STR-004,PRD-080,1,999.0,99.9
TXN-0005306,2024-06-07,STR-004,PRD-081,2,799.0,0.0
TXN-0005307,2024-06-07,STR-004,PRD-081,1,799.0,0.0
TXN-0005308,2024-06-07,STR-004,PRD-082,1,599.0,0.0
TXN-0005309,2024-06-07,STR-004,PRD-082,3,599.0,179.7
TXN-0005310,2024-06-07,STR-004,PRD-082,1,599.0,0.0
TXN-0005311,2024-06-07,STR-004,PRD-083,1,599.0,0.0
TXN-0005312,2024-06-07,STR-004,PRD-084,2,1499.0,0.0
TXN-0005313,2024-06-07,STR-004,PRD-084,1,1499.0,0.0
TXN-0005314,2024-06-07,STR-004,PRD-085,1,349.0,0.0
TXN-0005315,2024-06-07,STR-004,PRD-086,1,549.0,0.0
TXN-0005316,2024-06-07,STR-004,PRD-086,1,549.0,54.9
TXN-0005317,2024-06-07,STR-004,PRD-088,1,260.0,0.0
TXN-0005318,2024-06-07,STR-004,PRD-094,1,349.0,0.0
TXN-0005319,2024-06-07,STR-004,PRD-094,1,349.0,0.0
TXN-0005320,2024-06-07,STR-004,PRD-096,2,240.0,0.0
TXN-0005321,2024-06-07,STR-004,PRD-096,1,240.0,24.0
TXN-0005322,2024-06-07,STR-004,PRD-100,1,150.0,0.0
TXN-0005323,2024-06-07,STR-004,PRD-100,1,150.0,0.0
TXN-0005324,2024-06-07,STR-004,PRD-100,1,150.0,0.0
TXN-0005325,2024-06-07,STR-004,PRD-102,1,130.0,0.0
TXN-0005326,2024-06-07,STR-004,PRD-103,2,260.0,0.0
TXN-0005327,2024-06-07,STR-004,PRD-103,1,260.0,0.0
TXN-0005328,2024-06-07,STR-004,PRD-104,1,220.0,0.0
TXN-0005329,2024-06-07,STR-004,PRD-105,1,110.0,0.0
TXN-0005330,2024-06-07,STR-004,PRD-105,2,110.0,0.0
TXN-0005331,2024-06-07,STR-004,PRD-107,3,320.0,0.0
TXN-0005332,2024-06-08,STR-001,PRD-001,1,150.0,0.0
TXN-0005333,2024-06-08,STR-001,PRD-001,2,150.0,0.0
TXN-0005334,2024-06-08,STR-001,PRD-001,3,150.0,0.0
TXN-0005335,2024-06-08,STR-001,PRD-001,3,150.0,0.0
TXN-0005336,2024-06-08,STR-001,PRD-001,2,150.0,30.0
TXN-0005337,2024-06-08,STR-001,PRD-001,3,150.0,0.0
TXN-0005338,2024-06-08,STR-001,PRD-001,1,150.0,0.0
TXN-0005339,2024-06-08,STR-001,PRD-002,3,185.0,0.0
TXN-0005340,2024-06-08,STR-001,PRD-002,1,185.0,0.0
TXN-0005341,2024-06-08,STR-001,PRD-002,3,185.0,0.0
