date,store_id,product_id,opening_stock,received_quantity,sold_quantity,returned_quantity,damaged_quantity,adjustment_quantity,closing_stock
2024-06-28,STR-001,PRD-013,41,0,4,0,0,0,37
2024-06-28,STR-001,PRD-014,19,0,6,0,0,0,13
2024-06-28,STR-001,PRD-015,14,0,9,0,0,0,5
2024-06-28,STR-001,PRD-016,95,0,8,0,0,0,87
2024-06-28,STR-001,PRD-017,127,0,4,0,1,0,122
2024-06-28,STR-001,PRD-018,43,0,4,0,0,0,39
2024-06-28,STR-001,PRD-019,27,0,10,0,0,0,17
2024-06-28,STR-001,PRD-020,51,0,6,0,0,0,45
2024-06-28,STR-001,PRD-021,47,0,9,0,0,0,38
2024-06-28,STR-001,PRD-022,22,80,9,0,0,0,93
2024-06-28,STR-001,PRD-023,50,0,9,0,0,0,41
2024-06-28,STR-001,PRD-024,60,0,6,0,0,0,54
2024-06-28,STR-001,PRD-025,38,0,6,0,0,0,32
2024-06-28,STR-001,PRD-026,50,0,9,0,0,0,41
2024-06-28,STR-001,PRD-027,53,0,8,0,0,0,45
2024-06-28,STR-001,PRD-028,74,0,6,1,0,0,69
2024-06-28,STR-001,PRD-029,5,0,5,0,0,0,0
2024-06-28,STR-001,PRD-030,56,0,7,0,0,0,49
2024-06-28,STR-001,PRD-031,89,0,2,0,0,0,87
2024-06-28,STR-001,PRD-032,56,0,6,0,0,0,50
2024-06-28,STR-001,PRD-033,40,0,2,0,0,0,38
2024-06-28,STR-001,PRD-034,0,0,0,0,0,0,0
2024-06-28,STR-001,PRD-035,37,0,7,0,0,0,30
2024-06-28,STR-001,PRD-036,33,0,4,0,0,0,29
2024-06-28,STR-001,PRD-037,26,0,2,0,0,0,24
2024-06-28,STR-001,PRD-038,52,0,5,0,0,0,47
2024-06-28,STR-001,PRD-039,7,0,6,0,0,0,1
2024-06-28,STR-001,PRD-040,68,0,3,0,0,0,65
2024-06-28,STR-001,PRD-041,9,0,4,0,0,0,5
2024-06-28,STR-001,PRD-042,34,0,8,0,0,0,26
2024-06-28,STR-001,PRD-043,76,0,2,0,0,0,74
2024-06-28,STR-001,PRD-044,33,0,4,0,0,0,29
2024-06-28,STR-001,PRD-045,14,51,2,0,0,0,63
2024-06-28,STR-001,PRD-046,63,0,5,0,0,0,58
2024-06-28,STR-001,PRD-047,72,0,4,0,0,0,68
2024-06-28,STR-001,PRD-048,9,0,4,0,0,0,5
2024-06-28,STR-001,PRD-049,8,25,1,0,0,0,32
2024-06-28,STR-001,PRD-050,58,0,2,0,0,0,56
2024-06-28,STR-001,PRD-051,26,0,3,0,0,0,23
2024-06-28,STR-001,PRD-052,38,0,3,0,0,0,35
2024-06-28,STR-001,PRD-053,29,0,3,0,0,0,26
2024-06-28,STR-001,PRD-054,24,0,5,0,0,0,19
2024-06-28,STR-001,PRD-055,2,0,2,0,0,0,0
2024-06-28,STR-001,PRD-056,71,0,5,0,0,0,66
2024-06-28,STR-001,PRD-057,74,0,3,0,0,0,71
2024-06-28,STR-001,PRD-058,98,0,4,0,0,0,94
2024-06-28,STR-001,PRD-059,53,0,0,0,0,0,53
2024-06-28,STR-001,PRD-060,39,0,0,0,0,0,39
2024-06-28,STR-001,PRD-061,57,0,5,0,0,0,52
2024-06-28,STR-001,PRD-062,67,0,4,0,0,0,63
2024-06-28,STR-001,PRD-063,22,0,5,0,0,0,17
2024-06-28,STR-001,PRD-064,15,0,3,0,0,0,12
2024-06-28,STR-001,PRD-065,80,0,3,0,0,0,77
2024-06-28,STR-001,PRD-066,28,0,2,0,0,0,26
2024-06-28,STR-001,PRD-067,25,0,1,0,0,0,24
2024-06-28,STR-001,PRD-068,42,0,1,0,0,0,41
2024-06-28,STR-001,PRD-069,29,0,3,0,0,0,26
2024-06-28,STR-001,PRD-070,0,0,0,0,0,0,0
2024-06-28,STR-001,PRD-071,0,0,0,0,0,0,0
2024-06-28,STR-001,PRD-072,0,0,0,0,0,0,0
2024-06-28,STR-001,PRD-073,25,0,3,0,0,0,22
2024-06-28,STR-001,PRD-074,0,0,0,0,0,0,0
2024-06-28,STR-001,PRD-075,0,0,0,0,0,0,0
2024-06-28,STR-001,PRD-076,0,0,0,0,0,0,0
2024-06-28,STR-001,PRD-077,0,0,0,0,0,0,0
2024-06-28,STR-001,PRD-078,0,0,0,0,0,0,0
2024-06-28,STR-001,PRD-079,0,0,0,0,0,0,0
2024-06-28,STR-001,PRD-080,0,0,0,0,0,0,0
2024-06-28,STR-001,PRD-081,0,0,0,0,0,0,0
2024-06-28,STR-001,PRD-082,26,0,3,0,0,0,23
2024-06-28,STR-001,PRD-083,37,0,0,0,0,0,37
2024-06-28,STR-001,PRD-084,7,0,2,0,0,0,5
2024-06-28,STR-001,PRD-085,29,0,3,0,0,0,26
2024-06-28,STR-001,PRD-086,5,0,0,0,0,0,5
2024-06-28,STR-001,PRD-087,15,0,0,0,0,0,15
2024-06-28,STR-001,PRD-088,9,40,1,0,0,0,48
2024-06-28,STR-001,PRD-089,18,0,3,0,0,0,15
2024-06-28,STR-001,PRD-090,8,0,0,0,0,0,8
2024-06-28,STR-001,PRD-091,9,0,3,1,0,0,7
2024-06-28,STR-001,PRD-092,16,0,2,0,0,0,14
2024-06-28,STR-001,PRD-093,55,0,0,0,0,0,55
2024-06-28,STR-001,PRD-094,2,0,1,0,0,0,1
2024-06-28,STR-001,PRD-095,22,0,2,0,0,0,20
2024-06-28,STR-001,PRD-096,38,0,1,0,0,0,37
2024-06-28,STR-001,PRD-097,111,0,0,0,0,0,111
2024-06-28,STR-001,PRD-098,29,0,0,0,0,0,29
2024-06-28,STR-001,PRD-099,43,0,0,0,0,0,43
2024-06-28,STR-001,PRD-100,48,0,2,0,0,0,46
2024-06-28,STR-001,PRD-101,47,0,1,0,0,0,46
2024-06-28,STR-001,PRD-102,70,0,0,0,0,0,70
2024-06-28,STR-001,PRD-103,17,0,2,0,0,0,15
2024-06-28,STR-001,PRD-104,75,0,0,0,0,0,75
2024-06-28,STR-001,PRD-105,37,0,1,0,0,0,36
2024-06-28,STR-001,PRD-106,88,0,3,1,0,0,86
2024-06-28,STR-001,PRD-107,44,0,0,0,0,0,44
2024-06-28,STR-001,PRD-108,90,0,0,0,0,0,90
2024-06-28,STR-002,PRD-001,63,0,13,0,0,0,50
2024-06-28,STR-002,PRD-002,52,0,9,0,0,0,43
2024-06-28,STR-002,PRD-003,109,0,4,0,0,0,105
2024-06-28,STR-002,PRD-004,91,0,13,0,0,0,78
2024-06-28,STR-002,PRD-005,46,0,5,0,0,0,41
2024-06-28,STR-002,PRD-006,84,0,8,0,0,0,76
2024-06-28,STR-002,PRD-007,18,0,5,0,0,0,13
2024-06-28,STR-002,PRD-008,32,0,4,0,0,0,28
2024-06-28,STR-002,PRD-009,4,0,4,0,0,0,0
2024-06-28,STR-002,PRD-010,30,0,4,0,0,0,26
2024-06-28,STR-002,PRD-011,7,0,7,0,0,0,0
2024-06-28,STR-002,PRD-012,2,40,8,0,0,0,34
2024-06-28,STR-002,PRD-013,19,0,5,0,0,0,14
2024-06-28,STR-002,PRD-014,0,40,6,0,0,0,34
2024-06-28,STR-002,PRD-015,32,0,7,1,0,0,26
2024-06-28,STR-002,PRD-016,98,0,10,0,0,0,88
2024-06-28,STR-002,PRD-017,110,0,4,0,0,0,106
2024-06-28,STR-002,PRD-018,25,60,7,0,0,0,78
2024-06-28,STR-002,PRD-019,46,0,10,0,0,0,36
2024-06-28,STR-002,PRD-020,14,50,6,0,0,0,58
2024-06-28,STR-002,PRD-021,2,50,8,0,0,0,44
2024-06-28,STR-002,PRD-022,19,84,8,0,0,0,95
2024-06-28,STR-002,PRD-023,28,0,10,0,0,0,18
2024-06-28,STR-002,PRD-024,37,0,4,0,0,0,33
2024-06-28,STR-002,PRD-025,48,0,6,0,0,0,42
2024-06-28,STR-002,PRD-026,45,0,8,0,0,0,37
2024-06-28,STR-002,PRD-027,50,0,7,0,0,0,43
2024-06-28,STR-002,PRD-028,125,0,9,0,0,0,116
2024-06-28,STR-002,PRD-029,4,0,4,0,0,0,0
2024-06-28,STR-002,PRD-030,16,0,4,0,0,0,12
2024-06-28,STR-002,PRD-031,40,0,1,1,0,0,40
2024-06-28,STR-002,PRD-032,53,0,9,0,0,0,44
2024-06-28,STR-002,PRD-033,45,0,5,0,0,0,40
2024-06-28,STR-002,PRD-034,32,0,7,0,0,0,25
2024-06-28,STR-002,PRD-035,37,0,5,0,0,0,32
2024-06-28,STR-002,PRD-036,54,0,2,0,0,0,52
2024-06-28,STR-002,PRD-037,75,0,1,0,0,0,74
2024-06-28,STR-002,PRD-038,22,0,5,0,0,0,17
2024-06-28,STR-002,PRD-039,0,31,2,0,0,0,29
2024-06-28,STR-002,PRD-040,115,0,7,0,0,0,108
2024-06-28,STR-002,PRD-041,33,0,5,1,0,0,29
2024-06-28,STR-002,PRD-042,42,0,6,0,0,0,36
2024-06-28,STR-002,PRD-043,42,0,1,0,0,0,41
2024-06-28,STR-002,PRD-044,61,0,1,0,0,0,60
2024-06-28,STR-002,PRD-045,57,0,3,0,0,0,54
2024-06-28,STR-002,PRD-046,76,0,2,0,0,0,74
2024-06-28,STR-002,PRD-047,67,0,6,0,0,0,61
2024-06-28,STR-002,PRD-048,3,43,1,0,0,0,45
2024-06-28,STR-002,PRD-049,10,0,2,0,0,0,8
2024-06-28,STR-002,PRD-050,43,0,3,0,0,0,40
2024-06-28,STR-002,PRD-051,48,0,2,0,0,0,46
2024-06-28,STR-002,PRD-052,19,0,2,0,0,0,17
2024-06-28,STR-002,PRD-053,11,0,3,0,0,0,8
2024-06-28,STR-002,PRD-054,9,0,5,0,0,0,4
2024-06-28,STR-002,PRD-055,25,0,3,0,0,0,22
2024-06-28,STR-002,PRD-056,71,0,4,0,0,0,67
2024-06-28,STR-002,PRD-057,74,0,2,0,0,0,72
2024-06-28,STR-002,PRD-058,33,0,4,0,0,0,29
2024-06-28,STR-002,PRD-059,53,0,2,0,0,0,51
2024-06-28,STR-002,PRD-060,67,0,2,0,0,0,65
2024-06-28,STR-002,PRD-061,60,0,4,0,0,0,56
2024-06-28,STR-002,PRD-062,81,0,5,0,0,0,76
2024-06-28,STR-002,PRD-063,12,40,3,0,0,0,49
2024-06-28,STR-002,PRD-064,28,0,5,0,0,0,23
2024-06-28,STR-002,PRD-065,121,0,1,0,0,0,120
2024-06-28,STR-002,PRD-066,34,0,1,0,0,0,33
2024-06-28,STR-002,PRD-067,58,0,1,0,0,0,57
2024-06-28,STR-002,PRD-068,41,0,1,0,0,0,40
2024-06-28,STR-002,PRD-069,34,0,3,0,0,0,31
2024-06-28,STR-002,PRD-070,0,0,0,0,0,0,0
2024-06-28,STR-002,PRD-071,0,0,0,0,0,0,0
2024-06-28,STR-002,PRD-072,0,0,0,0,0,0,0
2024-06-28,STR-002,PRD-073,27,0,4,0,0,0,23
2024-06-28,STR-002,PRD-074,0,0,0,0,0,0,0
2024-06-28,STR-002,PRD-075,9,0,2,0,0,0,7
2024-06-28,STR-002,PRD-076,4,0,1,0,0,0,3
2024-06-28,STR-002,PRD-077,0,0,0,0,0,0,0
2024-06-28,STR-002,PRD-078,0,0,0,0,0,0,0
2024-06-28,STR-002,PRD-079,0,0,0,0,0,0,0
2024-06-28,STR-002,PRD-080,0,0,0,0,0,0,0
2024-06-28,STR-002,PRD-081,0,0,0,0,0,0,0
2024-06-28,STR-002,PRD-082,20,0,5,0,0,0,15
2024-06-28,STR-002,PRD-083,22,0,4,0,0,0,18
2024-06-28,STR-002,PRD-084,2,0,2,0,0,0,0
2024-06-28,STR-002,PRD-085,37,0,0,0,0,0,37
2024-06-28,STR-002,PRD-086,0,0,0,0,0,0,0
2024-06-28,STR-002,PRD-087,37,0,0,0,0,0,37
2024-06-28,STR-002,PRD-088,10,0,1,0,0,0,9
2024-06-28,STR-002,PRD-089,49,0,0,0,0,0,49
2024-06-28,STR-002,PRD-090,6,0,0,0,0,0,6
2024-06-28,STR-002,PRD-091,1,0,1,0,0,0,0
2024-06-28,STR-002,PRD-092,29,0,2,0,0,0,27
2024-06-28,STR-002,PRD-093,212,0,1,0,0,0,211
2024-06-28,STR-002,PRD-094,0,0,0,0,0,0,0
2024-06-28,STR-002,PRD-095,65,0,0,0,0,0,65
2024-06-28,STR-002,PRD-096,62,0,2,0,0,0,60
2024-06-28,STR-002,PRD-097,106,0,0,0,0,0,106
2024-06-28,STR-002,PRD-098,30,0,0,0,0,0,30
2024-06-28,STR-002,PRD-099,91,0,0,0,0,0,91
2024-06-28,STR-002,PRD-100,63,0,2,0,0,0,61
2024-06-28,STR-002,PRD-101,55,0,3,0,0,0,52
2024-06-28,STR-002,PRD-102,26,0,1,0,0,0,25
2024-06-28,STR-002,PRD-103,33,0,1,0,0,0,32
2024-06-28,STR-002,PRD-104,51,0,1,0,0,0,50
2024-06-28,STR-002,PRD-105,86,0,0,0,0,0,86
2024-06-28,STR-002,PRD-106,89,0,1,0,0,0,88
2024-06-28,STR-002,PRD-107,47,0,0,0,0,0,47
2024-06-28,STR-002,PRD-108,91,0,0,0,0,0,91
2024-06-28,STR-003,PRD-001,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-002,45,0,7,0,0,0,38
2024-06-28,STR-003,PRD-003,78,0,3,0,0,0,75
2024-06-28,STR-003,PRD-004,91,0,11,1,0,0,81
2024-06-28,STR-003,PRD-005,81,0,4,0,0,0,77
2024-06-28,STR-003,PRD-006,42,0,7,0,0,0,35
2024-06-28,STR-003,PRD-007,44,0,4,0,0,0,40
2024-06-28,STR-003,PRD-008,25,0,6,0,0,0,19
2024-06-28,STR-003,PRD-009,21,0,9,0,0,0,12
2024-06-28,STR-003,PRD-010,17,0,4,0,0,0,13
2024-06-28,STR-003,PRD-011,8,0,5,0,0,0,3
2024-06-28,STR-003,PRD-012,22,0,8,0,0,0,14
2024-06-28,STR-003,PRD-013,25,0,0,0,0,0,25
2024-06-28,STR-003,PRD-014,10,0,6,0,0,0,4
2024-06-28,STR-003,PRD-015,34,0,9,0,0,0,25
2024-06-28,STR-003,PRD-016,96,0,9,0,0,0,87
2024-06-28,STR-003,PRD-017,61,0,4,0,0,0,57
2024-06-28,STR-003,PRD-018,53,0,5,0,0,0,48
2024-06-28,STR-003,PRD-019,75,0,9,0,0,0,66
2024-06-28,STR-003,PRD-020,52,0,5,0,0,0,47
2024-06-28,STR-003,PRD-021,29,0,10,0,0,0,19
2024-06-28,STR-003,PRD-022,58,0,9,0,0,0,49
2024-06-28,STR-003,PRD-023,40,0,9,0,0,0,31
2024-06-28,STR-003,PRD-024,48,0,6,0,0,0,42
2024-06-28,STR-003,PRD-025,37,0,6,0,0,0,31
2024-06-28,STR-003,PRD-026,32,0,9,0,0,0,23
2024-06-28,STR-003,PRD-027,41,0,6,0,0,0,35
2024-06-28,STR-003,PRD-028,37,91,8,0,0,0,120
2024-06-28,STR-003,PRD-029,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-030,54,0,5,0,0,0,49
2024-06-28,STR-003,PRD-031,66,0,2,0,0,0,64
2024-06-28,STR-003,PRD-032,73,0,8,0,0,0,65
2024-06-28,STR-003,PRD-033,50,0,4,0,0,0,46
2024-06-28,STR-003,PRD-034,10,0,3,0,0,0,7
2024-06-28,STR-003,PRD-035,45,0,8,0,0,0,37
2024-06-28,STR-003,PRD-036,62,0,3,0,0,0,59
2024-06-28,STR-003,PRD-037,83,0,4,0,0,0,79
2024-06-28,STR-003,PRD-038,58,0,2,0,0,0,56
2024-06-28,STR-003,PRD-039,23,0,5,0,0,0,18
2024-06-28,STR-003,PRD-040,119,0,4,0,0,0,115
2024-06-28,STR-003,PRD-041,9,0,6,0,0,0,3
2024-06-28,STR-003,PRD-042,31,0,6,0,0,0,25
2024-06-28,STR-003,PRD-043,82,0,0,0,0,0,82
2024-06-28,STR-003,PRD-044,26,0,2,0,0,0,24
2024-06-28,STR-003,PRD-045,24,0,4,0,0,0,20
2024-06-28,STR-003,PRD-046,38,0,2,0,0,0,36
2024-06-28,STR-003,PRD-047,67,0,4,0,0,0,63
2024-06-28,STR-003,PRD-048,8,42,4,0,0,0,46
2024-06-28,STR-003,PRD-049,25,0,3,0,0,0,22
2024-06-28,STR-003,PRD-050,46,0,4,0,0,0,42
2024-06-28,STR-003,PRD-051,41,0,2,0,0,0,39
2024-06-28,STR-003,PRD-052,50,0,1,0,0,0,49
2024-06-28,STR-003,PRD-053,22,0,4,0,0,0,18
2024-06-28,STR-003,PRD-054,24,0,5,0,0,0,19
2024-06-28,STR-003,PRD-055,18,0,0,0,0,0,18
2024-06-28,STR-003,PRD-056,46,0,3,0,0,0,43
2024-06-28,STR-003,PRD-057,69,0,2,0,0,0,67
2024-06-28,STR-003,PRD-058,102,0,4,0,0,0,98
2024-06-28,STR-003,PRD-059,86,0,0,0,1,0,85
2024-06-28,STR-003,PRD-060,31,0,1,0,0,0,30
2024-06-28,STR-003,PRD-061,65,0,5,0,0,0,60
2024-06-28,STR-003,PRD-062,49,0,2,0,0,0,47
2024-06-28,STR-003,PRD-063,50,0,2,0,0,0,48
2024-06-28,STR-003,PRD-064,16,0,4,0,0,0,12
2024-06-28,STR-003,PRD-065,48,0,3,0,0,0,45
2024-06-28,STR-003,PRD-066,33,0,0,0,0,0,33
2024-06-28,STR-003,PRD-067,54,0,0,0,0,0,54
2024-06-28,STR-003,PRD-068,18,0,2,0,0,0,16
2024-06-28,STR-003,PRD-069,26,0,2,0,0,0,24
2024-06-28,STR-003,PRD-070,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-071,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-072,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-073,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-074,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-075,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-076,6,0,0,0,0,0,6
2024-06-28,STR-003,PRD-077,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-078,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-079,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-080,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-081,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-082,16,0,4,0,0,0,12
2024-06-28,STR-003,PRD-083,15,0,3,0,0,0,12
2024-06-28,STR-003,PRD-084,0,0,0,0,0,0,0
2024-06-28,STR-003,PRD-085,37,0,2,0,0,0,35
2024-06-28,STR-003,PRD-086,1,0,1,0,0,0,0
2024-06-28,STR-003,PRD-087,38,0,0,0,0,0,38
2024-06-28,STR-003,PRD-088,44,0,2,0,0,0,42
2024-06-28,STR-003,PRD-089,63,0,1,0,0,0,62
2024-06-28,STR-003,PRD-090,2,0,2,0,0,0,0
2024-06-28,STR-003,PRD-091,25,0,1,0,0,0,24
2024-06-28,STR-003,PRD-092,47,0,2,0,0,0,45
2024-06-28,STR-003,PRD-093,42,0,0,0,0,0,42
2024-06-28,STR-003,PRD-094,2,0,1,0,0,0,1
2024-06-28,STR-003,PRD-095,27,0,0,0,0,0,27
2024-06-28,STR-003,PRD-096,47,0,2,0,0,0,45
2024-06-28,STR-003,PRD-097,115,0,0,0,0,0,115
2024-06-28,STR-003,PRD-098,30,0,0,0,0,0,30
2024-06-28,STR-003,PRD-099,33,0,2,0,1,0,30
2024-06-28,STR-003,PRD-100,52,0,2,0,0,0,50
2024-06-28,STR-003,PRD-101,39,0,0,0,0,0,39
2024-06-28,STR-003,PRD-102,73,0,3,0,0,0,70
2024-06-28,STR-003,PRD-103,62,0,1,1,0,0,62
2024-06-28,STR-003,PRD-104,58,0,0,0,0,0,58
2024-06-28,STR-003,PRD-105,59,0,0,0,0,0,59
2024-06-28,STR-003,PRD-106,60,0,3,0,0,0,57
2024-06-28,STR-003,PRD-107,29,0,2,0,0,0,27
2024-06-28,STR-003,PRD-108,193,0,2,0,0,0,191
2024-06-28,STR-004,PRD-001,0,0,0,0,0,0,0
2024-06-28,STR-004,PRD-002,34,0,9,0,0,0,25
2024-06-28,STR-004,PRD-003,115,0,4,0,0,0,111
2024-06-28,STR-004,PRD-004,87,0,13,0,0,0,74
2024-06-28,STR-004,PRD-005,80,0,5,0,1,0,74
2024-06-28,STR-004,PRD-006,43,0,9,0,0,0,34
2024-06-28,STR-004,PRD-007,19,0,4,0,0,0,15
2024-06-28,STR-004,PRD-008,26,0,6,0,0,0,20
2024-06-28,STR-004,PRD-009,27,0,10,0,0,0,17
2024-06-28,STR-004,PRD-010,27,0,3,0,0,0,24
2024-06-28,STR-004,PRD-011,9,0,6,0,0,0,3
2024-06-28,STR-004,PRD-012,32,0,8,0,0,0,24
2024-06-28,STR-004,PRD-013,48,0,5,0,0,0,43
2024-06-28,STR-004,PRD-014,21,0,6,0,0,0,15
2024-06-28,STR-004,PRD-015,50,0,9,0,0,0,41
2024-06-28,STR-004,PRD-016,85,0,9,0,0,0,76
2024-06-28,STR-004,PRD-017,120,0,3,0,0,0,117
2024-06-28,STR-004,PRD-018,51,0,3,0,0,0,48
2024-06-28,STR-004,PRD-019,49,0,8,0,0,0,41
2024-06-28,STR-004,PRD-020,25,0,4,0,0,0,21
2024-06-28,STR-004,PRD-021,5,50,10,0,1,0,44
2024-06-28,STR-004,PRD-022,98,0,8,0,0,0,90
2024-06-28,STR-004,PRD-023,50,0,8,0,0,0,42
2024-06-28,STR-004,PRD-024,61,0,7,0,0,0,54
2024-06-28,STR-004,PRD-025,43,0,6,0,0,0,37
2024-06-28,STR-004,PRD-026,34,0,10,0,0,0,24
2024-06-28,STR-004,PRD-027,41,0,9,0,0,0,32
2024-06-28,STR-004,PRD-028,77,0,9,0,0,0,68
2024-06-28,STR-004,PRD-029,14,0,7,0,0,0,7
2024-06-28,STR-004,PRD-030,57,0,6,0,0,0,51
2024-06-28,STR-004,PRD-031,40,0,2,0,0,0,38
2024-06-28,STR-004,PRD-032,8,0,5,0,0,0,3
2024-06-28,STR-004,PRD-033,2,0,2,0,0,0,0
2024-06-28,STR-004,PRD-034,4,0,4,0,0,0,0
2024-06-28,STR-004,PRD-035,7,0,7,0,0,0,0
2024-06-28,STR-004,PRD-036,46,0,3,0,0,0,43
2024-06-28,STR-004,PRD-037,48,0,1,0,0,0,47
2024-06-28,STR-004,PRD-038,59,0,3,0,0,0,56
2024-06-28,STR-004,PRD-039,9,0,7,0,0,0,2
2024-06-28,STR-004,PRD-040,82,0,5,0,0,0,77
2024-06-28,STR-004,PRD-041,39,0,5,0,0,0,34
2024-06-28,STR-004,PRD-042,24,0,6,0,0,0,18
2024-06-28,STR-004,PRD-043,52,0,1,0,0,0,51
2024-06-28,STR-004,PRD-044,62,0,4,0,0,0,58
2024-06-28,STR-004,PRD-045,31,0,3,0,0,0,28
2024-06-28,STR-004,PRD-046,57,0,2,0,0,0,55
2024-06-28,STR-004,PRD-047,64,0,4,0,0,0,60
2024-06-28,STR-004,PRD-048,37,0,5,0,0,0,32
2024-06-28,STR-004,PRD-049,9,0,2,0,0,0,7
2024-06-28,STR-004,PRD-050,44,0,3,0,0,0,41
2024-06-28,STR-004,PRD-051,54,0,1,0,0,0,53
2024-06-28,STR-004,PRD-052,24,0,0,0,0,0,24
2024-06-28,STR-004,PRD-053,10,0,4,0,0,0,6
2024-06-28,STR-004,PRD-054,16,0,6,0,0,0,10
2024-06-28,STR-004,PRD-055,7,0,4,0,0,0,3
2024-06-28,STR-004,PRD-056,31,0,2,0,0,0,29
2024-06-28,STR-004,PRD-057,79,0,4,0,0,0,75
2024-06-28,STR-004,PRD-058,94,0,5,0,0,0,89
2024-06-28,STR-004,PRD-059,84,0,2,0,0,0,82
2024-06-28,STR-004,PRD-060,102,0,2,0,0,0,100
2024-06-28,STR-004,PRD-061,52,0,4,1,0,0,49
2024-06-28,STR-004,PRD-062,47,0,5,0,0,0,42
2024-06-28,STR-004,PRD-063,24,0,2,0,0,0,22
2024-06-28,STR-004,PRD-064,24,0,4,0,0,0,20
2024-06-28,STR-004,PRD-065,55,0,21,0,0,0,34
2024-06-28,STR-004,PRD-066,31,0,19,0,0,0,12
2024-06-28,STR-004,PRD-067,30,0,11,0,0,0,19
2024-06-28,STR-004,PRD-068,43,0,4,0,0,0,39
2024-06-28,STR-004,PRD-069,31,0,3,0,0,0,28
2024-06-28,STR-004,PRD-070,17,0,3,0,0,0,14
2024-06-28,STR-004,PRD-071,7,0,1,0,0,0,6
2024-06-28,STR-004,PRD-072,0,0,0,0,0,0,0
2024-06-28,STR-004,PRD-073,22,0,5,0,0,0,17
2024-06-28,STR-004,PRD-074,27,0,0,0,0,0,27
2024-06-28,STR-004,PRD-075,53,0,5,0,0,0,48
2024-06-28,STR-004,PRD-076,28,0,2,0,0,0,26
2024-06-28,STR-004,PRD-077,0,0,0,0,0,0,0
2024-06-28,STR-004,PRD-078,0,0,0,0,0,0,0
2024-06-28,STR-004,PRD-079,34,0,1,0,0,0,33
2024-06-28,STR-004,PRD-080,0,0,0,0,0,0,0
2024-06-28,STR-004,PRD-081,24,0,1,0,0,0,23
2024-06-28,STR-004,PRD-082,16,0,5,0,0,0,11
2024-06-28,STR-004,PRD-083,32,0,1,0,0,0,31
2024-06-28,STR-004,PRD-084,14,0,2,0,0,0,12
2024-06-28,STR-004,PRD-085,67,0,2,0,0,0,65
2024-06-28,STR-004,PRD-086,27,0,1,0,0,0,26
2024-06-28,STR-004,PRD-087,21,0,0,0,0,0,21
2024-06-28,STR-004,PRD-088,8,0,2,0,0,0,6
2024-06-28,STR-004,PRD-089,62,0,2,0,0,0,60
2024-06-28,STR-004,PRD-090,20,0,3,0,0,0,17
2024-06-28,STR-004,PRD-091,32,0,1,0,0,0,31
2024-06-28,STR-004,PRD-092,45,0,1,1,0,0,45
2024-06-28,STR-004,PRD-093,36,0,1,0,0,0,35
2024-06-28,STR-004,PRD-094,23,0,2,0,0,0,21
2024-06-28,STR-004,PRD-095,64,0,1,0,0,0,63
2024-06-28,STR-004,PRD-096,24,0,1,0,0,0,23
2024-06-28,STR-004,PRD-097,153,0,2,0,0,0,151
2024-06-28,STR-004,PRD-098,30,0,0,0,0,0,30
2024-06-28,STR-004,PRD-099,89,0,0,0,0,0,89
2024-06-28,STR-004,PRD-100,60,0,2,0,0,0,58
2024-06-28,STR-004,PRD-101,13,0,2,0,0,0,11
2024-06-28,STR-004,PRD-102,27,0,1,0,0,0,26
2024-06-28,STR-004,PRD-103,13,0,2,0,0,0,11
2024-06-28,STR-004,PRD-104,83,0,0,0,0,0,83
2024-06-28,STR-004,PRD-105,80,0,0,0,0,0,80
2024-06-28,STR-004,PRD-106,89,0,1,0,0,0,88
2024-06-28,STR-004,PRD-107,41,0,0,0,0,0,41
2024-06-28,STR-004,PRD-108,135,0,0,0,0,0,135
2024-06-29,STR-001,PRD-001,0,0,0,0,0,0,0
2024-06-29,STR-001,PRD-002,49,0,10,0,0,0,39
2024-06-29,STR-001,PRD-003,109,0,3,0,0,0,106
2024-06-29,STR-001,PRD-004,96,0,12,1,0,0,85
2024-06-29,STR-001,PRD-005,76,0,5,0,0,0,71
2024-06-29,STR-001,PRD-006,73,0,8,0,0,0,65
2024-06-29,STR-001,PRD-007,29,0,6,0,0,0,23
2024-06-29,STR-001,PRD-008,19,0,5,0,0,0,14
2024-06-29,STR-001,PRD-009,15,0,6,0,0,0,9
2024-06-29,STR-001,PRD-010,33,0,8,0,0,0,25
2024-06-29,STR-001,PRD-011,28,0,6,0,0,0,22
2024-06-29,STR-001,PRD-012,27,0,8,0,0,0,19
2024-06-29,STR-001,PRD-013,37,0,4,1,0,0,34
2024-06-29,STR-001,PRD-014,13,0,6,0,0,0,7
2024-06-29,STR-001,PRD-015,5,55,9,0,0,0,51
