po_id,order_date,expected_date,received_date,supplier_id,store_id,product_id,ordered_quantity,received_quantity,status,unit_cost
PO-2024-0225,2024-06-16,2024-06-20,2024-06-20,SUP-006,STR-001,PRD-058,80,80,RECEIVED,115.0
PO-2024-0226,2024-06-16,2024-06-28,2024-06-28,SUP-009,STR-001,PRD-088,40,40,RECEIVED,140.0
PO-2024-0227,2024-06-16,2024-06-20,2024-06-20,SUP-001,STR-002,PRD-001,71,71,RECEIVED,110.0
PO-2024-0228,2024-06-16,2024-06-21,2024-06-21,SUP-005,STR-002,PRD-011,33,33,RECEIVED,140.0
PO-2024-0229,2024-06-16,2024-06-21,2024-06-21,SUP-005,STR-002,PRD-054,31,31,RECEIVED,280.0
PO-2024-0230,2024-06-16,2024-06-21,2024-06-21,SUP-005,STR-003,PRD-011,36,36,RECEIVED,140.0
PO-2024-0231,2024-06-16,2024-06-19,2024-06-19,SUP-002,STR-003,PRD-019,62,62,RECEIVED,65.0
PO-2024-0232,2024-06-16,2024-06-19,2024-06-19,SUP-002,STR-003,PRD-025,54,54,RECEIVED,60.0
PO-2024-0233,2024-06-16,2024-06-21,2024-06-21,SUP-005,STR-003,PRD-049,25,25,RECEIVED,420.0
PO-2024-0234,2024-06-16,2024-06-20,2024-06-20,SUP-001,STR-004,PRD-007,42,42,RECEIVED,160.0
PO-2024-0235,2024-06-16,2024-06-19,2024-06-19,SUP-002,STR-004,PRD-015,50,50,RECEIVED,90.0
PO-2024-0236,2024-06-16,2024-06-19,2024-06-19,SUP-002,STR-004,PRD-020,50,50,RECEIVED,180.0
PO-2024-0237,2024-06-16,2024-06-22,2024-06-22,SUP-003,STR-004,PRD-029,44,44,RECEIVED,420.0
PO-2024-0238,2024-06-16,2024-06-22,2024-06-22,SUP-003,STR-004,PRD-030,72,72,RECEIVED,130.0
PO-2024-0239,2024-06-16,2024-06-22,2024-06-22,SUP-003,STR-004,PRD-039,32,32,RECEIVED,160.0
PO-2024-0240,2024-06-16,2024-06-20,2024-06-20,SUP-006,STR-004,PRD-067,45,45,RECEIVED,120.0
PO-2024-0241,2024-06-16,2024-07-11,2024-07-11,SUP-011,STR-004,PRD-077,100,100,RECEIVED,140.0
PO-2024-0242,2024-06-17,2024-06-20,2024-06-20,SUP-002,STR-001,PRD-021,50,50,RECEIVED,210.0
PO-2024-0243,2024-06-17,2024-06-20,2024-06-20,SUP-002,STR-001,PRD-026,50,50,RECEIVED,140.0
PO-2024-0244,2024-06-17,2024-06-29,2024-07-02,SUP-009,STR-001,PRD-090,31,31,RECEIVED,260.0
PO-2024-0245,2024-06-17,2024-06-21,2024-06-21,SUP-001,STR-002,PRD-012,40,40,RECEIVED,120.0
PO-2024-0246,2024-06-17,2024-06-20,2024-06-20,SUP-002,STR-002,PRD-024,53,53,RECEIVED,48.0
PO-2024-0247,2024-06-17,2024-06-20,2024-06-20,SUP-002,STR-002,PRD-025,53,53,RECEIVED,60.0
PO-2024-0248,2024-06-17,2024-06-20,2024-06-20,SUP-002,STR-002,PRD-026,50,50,RECEIVED,140.0
PO-2024-0249,2024-06-17,2024-06-25,2024-06-25,SUP-012,STR-002,PRD-073,30,30,RECEIVED,340.0
PO-2024-0250,2024-06-17,2024-06-25,2024-06-25,SUP-012,STR-002,PRD-082,30,30,RECEIVED,290.0
PO-2024-0251,2024-06-17,2024-06-29,2024-06-29,SUP-009,STR-002,PRD-091,30,30,RECEIVED,160.0
PO-2024-0252,2024-06-17,2024-06-21,2024-06-21,SUP-001,STR-003,PRD-010,40,40,RECEIVED,380.0
PO-2024-0253,2024-06-17,2024-06-21,2024-06-21,SUP-001,STR-003,PRD-014,40,40,RECEIVED,210.0
PO-2024-0254,2024-06-17,2024-06-29,2024-06-29,SUP-009,STR-003,PRD-094,25,25,RECEIVED,180.0
PO-2024-0255,2024-06-17,2024-06-22,2024-06-22,SUP-010,STR-003,PRD-100,50,50,RECEIVED,95.0
PO-2024-0256,2024-06-17,2024-06-21,2024-06-26,SUP-001,STR-004,PRD-013,51,51,RECEIVED,85.0
PO-2024-0257,2024-06-17,2024-06-22,2024-06-22,SUP-005,STR-004,PRD-048,42,42,RECEIVED,220.0
PO-2024-0258,2024-06-17,2024-06-25,2024-06-25,SUP-012,STR-004,PRD-073,30,30,RECEIVED,340.0
PO-2024-0259,2024-06-17,2024-07-12,2024-07-12,SUP-011,STR-004,PRD-078,100,100,RECEIVED,110.0
PO-2024-0260,2024-06-18,2024-06-21,2024-06-21,SUP-002,STR-001,PRD-019,67,67,RECEIVED,65.0
PO-2024-0261,2024-06-18,2024-06-24,2024-06-24,SUP-003,STR-001,PRD-035,54,54,RECEIVED,285.0
PO-2024-0262,2024-06-18,2024-06-22,2024-06-22,SUP-006,STR-001,PRD-062,70,70,RECEIVED,125.0
PO-2024-0263,2024-06-18,2024-06-26,2024-06-26,SUP-012,STR-001,PRD-073,30,30,RECEIVED,340.0
PO-2024-0264,2024-06-18,2024-06-26,2024-06-26,SUP-012,STR-001,PRD-082,30,30,RECEIVED,290.0
PO-2024-0265,2024-06-18,2024-06-23,2024-06-23,SUP-005,STR-002,PRD-009,30,30,RECEIVED,220.0
PO-2024-0266,2024-06-18,2024-06-21,2024-06-21,SUP-002,STR-002,PRD-021,50,50,RECEIVED,210.0
PO-2024-0267,2024-06-18,2024-06-22,2024-06-22,SUP-008,STR-002,PRD-023,64,64,RECEIVED,50.0
PO-2024-0268,2024-06-18,2024-06-30,2024-06-30,SUP-009,STR-002,PRD-086,25,25,RECEIVED,280.0
PO-2024-0269,2024-06-18,2024-06-23,2024-06-23,SUP-010,STR-002,PRD-100,50,50,RECEIVED,95.0
PO-2024-0270,2024-06-18,2024-06-22,2024-06-22,SUP-008,STR-003,PRD-022,83,83,RECEIVED,45.0
PO-2024-0271,2024-06-18,2024-06-23,2024-06-23,SUP-005,STR-003,PRD-053,30,30,RECEIVED,260.0
PO-2024-0272,2024-06-18,2024-06-23,2024-06-23,SUP-005,STR-004,PRD-011,33,33,RECEIVED,140.0
PO-2024-0273,2024-06-18,2024-06-21,2024-06-21,SUP-002,STR-004,PRD-021,50,50,RECEIVED,210.0
PO-2024-0274,2024-06-18,2024-06-23,2024-06-23,SUP-004,STR-004,PRD-042,45,45,RECEIVED,135.0
PO-2024-0275,2024-06-18,2024-06-22,2024-06-22,SUP-006,STR-004,PRD-066,35,35,RECEIVED,65.0
PO-2024-0276,2024-06-19,2024-06-23,2024-06-23,SUP-001,STR-001,PRD-014,40,40,RECEIVED,210.0
PO-2024-0277,2024-06-19,2024-06-22,2024-06-22,SUP-002,STR-001,PRD-015,50,50,RECEIVED,90.0
PO-2024-0278,2024-06-19,2024-06-23,2024-06-26,SUP-008,STR-001,PRD-023,62,62,RECEIVED,50.0
PO-2024-0279,2024-06-19,2024-06-25,2024-06-25,SUP-003,STR-001,PRD-038,50,50,RECEIVED,85.0
PO-2024-0280,2024-06-19,2024-06-24,2024-06-24,SUP-007,STR-001,PRD-050,51,51,RECEIVED,65.0
PO-2024-0281,2024-06-19,2024-06-24,2024-06-24,SUP-005,STR-001,PRD-054,31,31,RECEIVED,280.0
PO-2024-0282,2024-06-19,2024-07-01,2024-07-01,SUP-009,STR-001,PRD-086,24,24,RECEIVED,280.0
PO-2024-0283,2024-06-19,2024-06-25,2024-06-25,SUP-003,STR-002,PRD-035,52,52,RECEIVED,285.0
PO-2024-0284,2024-06-19,2024-06-24,2024-06-24,SUP-005,STR-002,PRD-056,60,60,RECEIVED,110.0
PO-2024-0285,2024-06-19,2024-07-14,2024-07-14,SUP-011,STR-002,PRD-075,100,100,RECEIVED,190.0
PO-2024-0286,2024-06-19,2024-07-14,2024-07-14,SUP-011,STR-002,PRD-076,100,100,RECEIVED,120.0
PO-2024-0287,2024-06-19,2024-06-23,2024-06-23,SUP-008,STR-003,PRD-023,63,63,RECEIVED,50.0
PO-2024-0288,2024-06-19,2024-06-25,2024-06-25,SUP-003,STR-003,PRD-039,31,31,RECEIVED,160.0
PO-2024-0289,2024-06-19,2024-06-24,2024-06-24,SUP-004,STR-003,PRD-042,45,45,RECEIVED,135.0
PO-2024-0290,2024-06-19,2024-06-24,2024-06-24,SUP-005,STR-003,PRD-054,31,31,RECEIVED,280.0
PO-2024-0291,2024-06-19,2024-06-23,2024-06-23,SUP-006,STR-003,PRD-067,40,40,RECEIVED,120.0
PO-2024-0292,2024-06-19,2024-06-23,2024-06-23,SUP-001,STR-004,PRD-014,40,40,RECEIVED,210.0
PO-2024-0293,2024-06-19,2024-07-01,2024-07-04,SUP-009,STR-004,PRD-088,40,40,RECEIVED,140.0
PO-2024-0294,2024-06-20,2024-06-24,2024-06-24,SUP-001,STR-001,PRD-007,42,42,RECEIVED,160.0
PO-2024-0295,2024-06-20,2024-06-24,2024-06-24,SUP-008,STR-001,PRD-032,64,64,RECEIVED,220.0
PO-2024-0296,2024-06-20,2024-07-02,2024-07-02,SUP-009,STR-001,PRD-094,24,24,RECEIVED,180.0
PO-2024-0297,2024-06-20,2024-06-24,2024-06-24,SUP-008,STR-002,PRD-032,62,62,RECEIVED,220.0
PO-2024-0298,2024-06-20,2024-06-26,2024-06-26,SUP-003,STR-002,PRD-034,41,41,RECEIVED,95.0
PO-2024-0299,2024-06-20,2024-06-25,2024-06-25,SUP-005,STR-002,PRD-044,50,50,RECEIVED,195.0
PO-2024-0300,2024-06-20,2024-07-02,2024-07-02,SUP-009,STR-002,PRD-088,40,40,RECEIVED,140.0
PO-2024-0301,2024-06-20,2024-06-26,2024-06-26,SUP-003,STR-003,PRD-035,54,54,RECEIVED,285.0
PO-2024-0302,2024-06-20,2024-06-25,2024-06-25,SUP-005,STR-003,PRD-055,25,25,RECEIVED,410.0
PO-2024-0303,2024-06-20,2024-06-24,2024-06-30,SUP-001,STR-004,PRD-001,68,68,RECEIVED,110.0
PO-2024-0304,2024-06-20,2024-06-24,2024-06-24,SUP-001,STR-004,PRD-005,72,72,RECEIVED,30.0
PO-2024-0305,2024-06-20,2024-06-24,2024-06-24,SUP-001,STR-004,PRD-010,40,40,RECEIVED,380.0
PO-2024-0306,2024-06-20,2024-06-26,2024-06-26,SUP-003,STR-004,PRD-038,52,52,RECEIVED,85.0
PO-2024-0307,2024-06-21,2024-06-25,2024-06-25,SUP-001,STR-001,PRD-006,83,83,RECEIVED,15.0
PO-2024-0308,2024-06-21,2024-06-26,2024-06-26,SUP-005,STR-001,PRD-009,35,35,RECEIVED,220.0
PO-2024-0309,2024-06-21,2024-06-26,2024-06-26,SUP-004,STR-001,PRD-042,45,45,RECEIVED,135.0
PO-2024-0310,2024-06-21,2024-06-26,2024-06-26,SUP-005,STR-001,PRD-053,30,30,RECEIVED,260.0
PO-2024-0311,2024-06-21,2024-06-26,2024-06-26,SUP-005,STR-001,PRD-056,61,61,RECEIVED,110.0
PO-2024-0312,2024-06-21,2024-07-03,2024-07-03,SUP-009,STR-001,PRD-091,30,30,RECEIVED,160.0
PO-2024-0313,2024-06-21,2024-06-25,2024-06-25,SUP-001,STR-002,PRD-004,104,104,RECEIVED,70.0
PO-2024-0314,2024-06-21,2024-06-25,2024-06-25,SUP-001,STR-002,PRD-006,81,81,RECEIVED,15.0
PO-2024-0315,2024-06-21,2024-06-25,2024-06-25,SUP-001,STR-002,PRD-010,40,40,RECEIVED,380.0
PO-2024-0316,2024-06-21,2024-06-24,2024-06-24,SUP-002,STR-002,PRD-015,50,50,RECEIVED,90.0
PO-2024-0317,2024-06-21,2024-06-24,2024-06-24,SUP-002,STR-002,PRD-019,65,65,RECEIVED,65.0
PO-2024-0318,2024-06-21,2024-06-25,2024-06-25,SUP-006,STR-002,PRD-062,73,73,RECEIVED,125.0
PO-2024-0319,2024-06-21,2024-07-03,2024-07-03,SUP-009,STR-002,PRD-084,20,20,RECEIVED,750.0
PO-2024-0320,2024-06-21,2024-07-03,2024-07-03,SUP-009,STR-002,PRD-090,31,31,RECEIVED,260.0
PO-2024-0321,2024-06-21,2024-06-25,2024-06-25,SUP-001,STR-003,PRD-004,104,104,RECEIVED,70.0
PO-2024-0322,2024-06-21,2024-06-26,2024-06-26,SUP-005,STR-003,PRD-009,30,30,RECEIVED,220.0
PO-2024-0323,2024-06-21,2024-06-25,2024-06-25,SUP-001,STR-003,PRD-012,40,40,RECEIVED,120.0
PO-2024-0324,2024-06-21,2024-06-24,2024-06-24,SUP-002,STR-003,PRD-015,50,50,RECEIVED,90.0
PO-2024-0325,2024-06-21,2024-06-24,2024-06-24,SUP-002,STR-003,PRD-024,54,54,RECEIVED,48.0
PO-2024-0326,2024-06-21,2024-06-29,2024-06-29,SUP-012,STR-003,PRD-073,31,31,RECEIVED,340.0
PO-2024-0327,2024-06-21,2024-07-03,2024-07-07,SUP-009,STR-003,PRD-086,24,24,RECEIVED,280.0
PO-2024-0328,2024-06-21,2024-06-26,2024-06-26,SUP-010,STR-003,PRD-103,50,50,RECEIVED,160.0
PO-2024-0329,2024-06-21,2024-06-25,2024-06-25,SUP-001,STR-004,PRD-002,50,50,RECEIVED,130.0
PO-2024-0330,2024-06-21,2024-06-25,2024-06-25,SUP-001,STR-004,PRD-004,106,106,RECEIVED,70.0
PO-2024-0331,2024-06-21,2024-06-24,2024-06-24,SUP-002,STR-004,PRD-019,60,60,RECEIVED,65.0
PO-2024-0332,2024-06-21,2024-06-25,2024-06-25,SUP-008,STR-004,PRD-023,60,60,RECEIVED,50.0
PO-2024-0333,2024-06-21,2024-06-27,2024-06-27,SUP-003,STR-004,PRD-041,42,42,RECEIVED,140.0
PO-2024-0334,2024-06-21,2024-06-25,2024-06-25,SUP-006,STR-004,PRD-061,51,51,RECEIVED,115.0
PO-2024-0335,2024-06-21,2024-06-25,2024-06-25,SUP-006,STR-004,PRD-065,93,93,RECEIVED,45.0
PO-2024-0336,2024-06-21,2024-07-16,2024-07-16,SUP-011,STR-004,PRD-071,100,100,RECEIVED,280.0
PO-2024-0337,2024-06-21,2024-07-16,2024-07-16,SUP-011,STR-004,PRD-072,100,100,RECEIVED,650.0
PO-2024-0338,2024-06-22,2024-06-26,2024-06-26,SUP-001,STR-001,PRD-004,105,105,RECEIVED,70.0
PO-2024-0339,2024-06-22,2024-06-25,2024-06-25,SUP-002,STR-001,PRD-020,50,50,RECEIVED,180.0
PO-2024-0340,2024-06-22,2024-06-26,2024-06-26,SUP-006,STR-001,PRD-061,51,51,RECEIVED,115.0
PO-2024-0341,2024-06-22,2024-06-28,2024-06-28,SUP-003,STR-002,PRD-039,31,31,RECEIVED,160.0
PO-2024-0342,2024-06-22,2024-06-27,2024-06-27,SUP-004,STR-002,PRD-042,45,45,RECEIVED,135.0
PO-2024-0343,2024-06-22,2024-06-27,2024-06-27,SUP-005,STR-002,PRD-055,25,25,RECEIVED,410.0
PO-2024-0344,2024-06-22,2024-06-26,2024-06-30,SUP-006,STR-002,PRD-058,80,80,RECEIVED,115.0
PO-2024-0345,2024-06-22,2024-06-26,2024-06-26,SUP-006,STR-002,PRD-061,53,53,RECEIVED,115.0
PO-2024-0346,2024-06-22,2024-06-27,2024-06-27,SUP-010,STR-002,PRD-101,50,50,RECEIVED,450.0
PO-2024-0347,2024-06-22,2024-06-26,2024-06-26,SUP-001,STR-003,PRD-002,51,51,RECEIVED,130.0
PO-2024-0348,2024-06-22,2024-06-26,2024-06-26,SUP-001,STR-003,PRD-007,42,42,RECEIVED,160.0
PO-2024-0349,2024-06-22,2024-06-25,2024-06-25,SUP-002,STR-003,PRD-020,50,50,RECEIVED,180.0
PO-2024-0350,2024-06-22,2024-06-25,2024-06-25,SUP-002,STR-003,PRD-021,50,50,RECEIVED,210.0
PO-2024-0351,2024-06-22,2024-06-25,2024-06-25,SUP-002,STR-003,PRD-026,50,50,RECEIVED,140.0
PO-2024-0352,2024-06-22,2024-06-25,2024-06-25,SUP-002,STR-003,PRD-027,50,50,RECEIVED,85.0
PO-2024-0353,2024-06-22,2024-06-26,2024-06-26,SUP-006,STR-003,PRD-063,40,40,RECEIVED,140.0
PO-2024-0354,2024-06-22,2024-06-27,2024-06-27,SUP-005,STR-004,PRD-009,30,30,RECEIVED,220.0
PO-2024-0355,2024-06-22,2024-06-26,2024-06-26,SUP-001,STR-004,PRD-012,40,40,RECEIVED,120.0
PO-2024-0356,2024-06-22,2024-06-25,2024-06-25,SUP-002,STR-004,PRD-016,82,82,RECEIVED,85.0
PO-2024-0357,2024-06-22,2024-06-25,2024-06-25,SUP-002,STR-004,PRD-026,50,50,RECEIVED,140.0
PO-2024-0358,2024-06-22,2024-06-26,2024-07-02,SUP-008,STR-004,PRD-032,62,62,RECEIVED,220.0
PO-2024-0359,2024-06-22,2024-06-27,2024-06-30,SUP-004,STR-004,PRD-033,54,54,RECEIVED,80.0
PO-2024-0360,2024-06-22,2024-06-27,2024-06-27,SUP-005,STR-004,PRD-044,50,50,RECEIVED,195.0
PO-2024-0361,2024-06-22,2024-06-26,2024-06-26,SUP-006,STR-004,PRD-067,46,46,RECEIVED,120.0
PO-2024-0362,2024-06-23,2024-06-27,2024-07-01,SUP-001,STR-001,PRD-001,72,72,RECEIVED,110.0
PO-2024-0363,2024-06-23,2024-06-27,2024-06-27,SUP-001,STR-001,PRD-003,81,81,RECEIVED,35.0
PO-2024-0364,2024-06-23,2024-06-27,2024-06-27,SUP-001,STR-001,PRD-010,40,40,RECEIVED,380.0
PO-2024-0365,2024-06-23,2024-06-28,2024-06-28,SUP-005,STR-001,PRD-011,33,33,RECEIVED,140.0
PO-2024-0366,2024-06-23,2024-06-27,2024-06-27,SUP-001,STR-001,PRD-012,40,40,RECEIVED,120.0
PO-2024-0367,2024-06-23,2024-06-26,2024-06-26,SUP-002,STR-001,PRD-016,83,83,RECEIVED,85.0
PO-2024-0368,2024-06-23,2024-06-26,2024-06-26,SUP-002,STR-001,PRD-024,51,51,RECEIVED,48.0
PO-2024-0369,2024-06-23,2024-06-26,2024-06-26,SUP-002,STR-001,PRD-027,50,50,RECEIVED,85.0
PO-2024-0370,2024-06-23,2024-06-29,2024-06-29,SUP-003,STR-001,PRD-034,44,44,RECEIVED,95.0
PO-2024-0371,2024-06-23,2024-06-28,2024-06-28,SUP-005,STR-001,PRD-045,51,51,RECEIVED,180.0
PO-2024-0372,2024-06-23,2024-06-28,2024-06-28,SUP-005,STR-001,PRD-049,25,25,RECEIVED,420.0
PO-2024-0373,2024-06-23,2024-06-27,2024-06-27,SUP-001,STR-002,PRD-001,73,73,RECEIVED,110.0
PO-2024-0374,2024-06-23,2024-06-27,2024-06-27,SUP-001,STR-002,PRD-002,53,53,RECEIVED,130.0
PO-2024-0375,2024-06-23,2024-06-27,2024-06-27,SUP-001,STR-002,PRD-003,83,83,RECEIVED,35.0
PO-2024-0376,2024-06-23,2024-06-26,2024-06-26,SUP-002,STR-002,PRD-016,88,88,RECEIVED,85.0
PO-2024-0377,2024-06-23,2024-06-29,2024-06-29,SUP-003,STR-002,PRD-030,72,72,RECEIVED,130.0
PO-2024-0378,2024-06-23,2024-06-28,2024-06-28,SUP-005,STR-002,PRD-048,43,43,RECEIVED,220.0
PO-2024-0379,2024-06-23,2024-06-26,2024-06-26,SUP-002,STR-003,PRD-016,85,85,RECEIVED,85.0
PO-2024-0380,2024-06-23,2024-06-29,2024-07-04,SUP-003,STR-003,PRD-029,43,43,RECEIVED,420.0
PO-2024-0381,2024-06-23,2024-06-27,2024-06-27,SUP-008,STR-003,PRD-032,65,65,RECEIVED,220.0
PO-2024-0382,2024-06-23,2024-06-28,2024-06-28,SUP-005,STR-003,PRD-048,42,42,RECEIVED,220.0
PO-2024-0383,2024-06-23,2024-06-27,2024-06-27,SUP-006,STR-003,PRD-059,60,60,RECEIVED,280.0
PO-2024-0384,2024-06-23,2024-06-27,2024-06-27,SUP-006,STR-003,PRD-061,54,54,RECEIVED,115.0
PO-2024-0385,2024-06-23,2024-06-26,2024-06-26,SUP-002,STR-004,PRD-015,52,52,RECEIVED,90.0
PO-2024-0386,2024-06-23,2024-06-27,2024-06-27,SUP-008,STR-004,PRD-022,81,81,RECEIVED,45.0
PO-2024-0387,2024-06-23,2024-06-26,2024-06-26,SUP-002,STR-004,PRD-024,53,53,RECEIVED,48.0
PO-2024-0388,2024-06-23,2024-06-26,2024-06-26,SUP-002,STR-004,PRD-027,50,50,RECEIVED,85.0
PO-2024-0389,2024-06-23,2024-06-29,2024-07-05,SUP-003,STR-004,PRD-034,41,41,RECEIVED,95.0
PO-2024-0390,2024-06-23,2024-06-28,2024-07-01,SUP-005,STR-004,PRD-055,25,25,RECEIVED,410.0
PO-2024-0391,2024-06-23,2024-06-27,2024-06-27,SUP-006,STR-004,PRD-066,45,45,RECEIVED,65.0
PO-2024-0392,2024-06-24,2024-06-28,2024-06-28,SUP-001,STR-001,PRD-002,53,53,RECEIVED,130.0
PO-2024-0393,2024-06-24,2024-06-27,2024-06-27,SUP-002,STR-001,PRD-021,50,50,RECEIVED,210.0
PO-2024-0394,2024-06-24,2024-06-28,2024-06-28,SUP-008,STR-001,PRD-022,80,80,RECEIVED,45.0
PO-2024-0395,2024-06-24,2024-06-27,2024-06-27,SUP-002,STR-001,PRD-026,50,50,RECEIVED,140.0
PO-2024-0396,2024-06-24,2024-06-30,2024-06-30,SUP-003,STR-001,PRD-029,44,44,RECEIVED,420.0
PO-2024-0397,2024-06-24,2024-06-30,2024-06-30,SUP-003,STR-001,PRD-039,33,33,RECEIVED,160.0
PO-2024-0398,2024-06-24,2024-06-29,2024-06-29,SUP-005,STR-001,PRD-048,40,40,RECEIVED,220.0
PO-2024-0399,2024-06-24,2024-06-29,2024-06-29,SUP-005,STR-001,PRD-055,25,25,RECEIVED,410.0
PO-2024-0400,2024-06-24,2024-06-28,2024-06-28,SUP-001,STR-002,PRD-012,40,40,RECEIVED,120.0
PO-2024-0401,2024-06-24,2024-06-28,2024-06-28,SUP-001,STR-002,PRD-014,40,40,RECEIVED,210.0
PO-2024-0402,2024-06-24,2024-06-28,2024-06-28,SUP-008,STR-002,PRD-022,84,84,RECEIVED,45.0
PO-2024-0403,2024-06-24,2024-06-27,2024-06-27,SUP-002,STR-002,PRD-026,50,50,RECEIVED,140.0
PO-2024-0404,2024-06-24,2024-06-27,2024-06-27,SUP-002,STR-002,PRD-027,50,50,RECEIVED,85.0
PO-2024-0405,2024-06-24,2024-06-27,2024-06-27,SUP-002,STR-002,PRD-028,93,93,RECEIVED,22.0
PO-2024-0406,2024-06-24,2024-06-30,2024-06-30,SUP-003,STR-002,PRD-029,44,44,RECEIVED,420.0
PO-2024-0407,2024-06-24,2024-06-29,2024-06-29,SUP-005,STR-002,PRD-052,40,40,RECEIVED,110.0
PO-2024-0408,2024-06-24,2024-06-28,2024-06-28,SUP-006,STR-002,PRD-063,40,40,RECEIVED,140.0
PO-2024-0409,2024-06-24,2024-06-27,2024-06-27,SUP-002,STR-003,PRD-019,60,60,RECEIVED,65.0
PO-2024-0410,2024-06-24,2024-06-30,2024-06-30,SUP-003,STR-003,PRD-041,42,42,RECEIVED,140.0
PO-2024-0411,2024-06-24,2024-06-30,2024-06-30,SUP-003,STR-004,PRD-035,55,55,RECEIVED,285.0
PO-2024-0412,2024-06-24,2024-07-19,2024-07-19,SUP-011,STR-004,PRD-070,100,100,RECEIVED,140.0
PO-2024-0413,2024-06-25,2024-06-29,2024-06-29,SUP-008,STR-001,PRD-037,60,60,RECEIVED,60.0
PO-2024-0414,2024-06-25,2024-07-01,2024-07-01,SUP-003,STR-001,PRD-041,42,42,RECEIVED,140.0
PO-2024-0415,2024-06-25,2024-06-29,2024-06-29,SUP-006,STR-001,PRD-064,53,53,RECEIVED,155.0
PO-2024-0416,2024-06-25,2024-06-30,2024-06-30,SUP-005,STR-002,PRD-009,32,32,RECEIVED,220.0
PO-2024-0417,2024-06-25,2024-06-29,2024-06-29,SUP-001,STR-002,PRD-013,50,50,RECEIVED,85.0
PO-2024-0418,2024-06-25,2024-06-28,2024-06-28,SUP-002,STR-002,PRD-018,60,60,RECEIVED,55.0
PO-2024-0419,2024-06-25,2024-06-28,2024-06-28,SUP-002,STR-002,PRD-020,50,50,RECEIVED,180.0
PO-2024-0420,2024-06-25,2024-06-28,2024-06-28,SUP-002,STR-002,PRD-021,50,50,RECEIVED,210.0
PO-2024-0421,2024-06-25,2024-07-01,2024-07-01,SUP-003,STR-002,PRD-038,50,50,RECEIVED,85.0
PO-2024-0422,2024-06-25,2024-06-30,2024-06-30,SUP-005,STR-002,PRD-054,32,32,RECEIVED,280.0
PO-2024-0423,2024-06-25,2024-06-30,2024-06-30,SUP-005,STR-003,PRD-011,30,30,RECEIVED,140.0
PO-2024-0424,2024-06-25,2024-06-28,2024-06-28,SUP-002,STR-003,PRD-028,91,91,RECEIVED,22.0
PO-2024-0425,2024-06-25,2024-07-01,2024-07-01,SUP-003,STR-003,PRD-034,43,43,RECEIVED,95.0
PO-2024-0426,2024-06-25,2024-06-29,2024-06-29,SUP-006,STR-003,PRD-060,70,70,RECEIVED,110.0
PO-2024-0427,2024-06-25,2024-06-29,2024-06-29,SUP-006,STR-003,PRD-064,51,51,RECEIVED,155.0
PO-2024-0428,2024-06-25,2024-06-28,2024-06-28,SUP-002,STR-004,PRD-021,50,50,RECEIVED,210.0
PO-2024-0429,2024-06-25,2024-06-30,2024-06-30,SUP-005,STR-004,PRD-049,25,25,RECEIVED,420.0
PO-2024-0430,2024-06-25,2024-06-30,2024-06-30,SUP-005,STR-004,PRD-053,30,30,RECEIVED,260.0
PO-2024-0431,2024-06-25,2024-06-30,2024-06-30,SUP-010,STR-004,PRD-096,51,51,RECEIVED,140.0
PO-2024-0432,2024-06-26,2024-06-30,2024-06-30,SUP-001,STR-001,PRD-008,60,60,RECEIVED,28.0
PO-2024-0433,2024-06-26,2024-06-29,2024-06-29,SUP-002,STR-001,PRD-015,55,55,RECEIVED,90.0
PO-2024-0434,2024-06-26,2024-07-08,2024-07-08,SUP-009,STR-001,PRD-084,20,20,RECEIVED,750.0
PO-2024-0435,2024-06-26,2024-07-08,2024-07-08,SUP-009,STR-001,PRD-087,30,30,RECEIVED,480.0
PO-2024-0436,2024-06-26,2024-07-08,2024-07-08,SUP-009,STR-001,PRD-089,41,41,RECEIVED,120.0
PO-2024-0437,2024-06-26,2024-07-08,2024-07-08,SUP-009,STR-001,PRD-092,41,41,RECEIVED,280.0
PO-2024-0438,2024-06-26,2024-07-01,2024-07-01,SUP-005,STR-002,PRD-011,34,34,RECEIVED,140.0
PO-2024-0439,2024-06-26,2024-07-01,2024-07-01,SUP-005,STR-002,PRD-053,32,32,RECEIVED,260.0
PO-2024-0440,2024-06-26,2024-06-30,2024-06-30,SUP-001,STR-003,PRD-008,60,60,RECEIVED,28.0
PO-2024-0441,2024-06-26,2024-06-30,2024-06-30,SUP-006,STR-003,PRD-068,40,40,RECEIVED,110.0
PO-2024-0442,2024-06-26,2024-07-08,2024-07-08,SUP-009,STR-003,PRD-083,30,30,RECEIVED,320.0
PO-2024-0443,2024-06-26,2024-06-30,2024-06-30,SUP-001,STR-004,PRD-008,61,61,RECEIVED,28.0
PO-2024-0444,2024-06-26,2024-07-01,2024-07-01,SUP-005,STR-004,PRD-011,31,31,RECEIVED,140.0
PO-2024-0445,2024-06-26,2024-07-02,2024-07-02,SUP-003,STR-004,PRD-029,41,41,RECEIVED,420.0
PO-2024-0446,2024-06-26,2024-07-02,2024-07-02,SUP-003,STR-004,PRD-039,33,33,RECEIVED,160.0
PO-2024-0447,2024-06-26,2024-07-01,2024-07-01,SUP-010,STR-004,PRD-103,50,50,RECEIVED,160.0
PO-2024-0448,2024-06-27,2024-06-30,2024-06-30,SUP-002,STR-001,PRD-019,63,63,RECEIVED,65.0
